rowid,object,attribute,value,attributetype
2144,0d31f0ea-d288-4128-99d8-3da62d46ecd1,type,event,type
2145,0d31f0ea-d288-4128-99d8-3da62d46ecd1,startDate,2024-03-27T18:00:00-07:00,date
2146,0d31f0ea-d288-4128-99d8-3da62d46ecd1,endDate,2024-03-27T20:00:00-07:00,date
2147,0d31f0ea-d288-4128-99d8-3da62d46ecd1,name,Startups and Business Networking Event San Francisco,string
2148,0d31f0ea-d288-4128-99d8-3da62d46ecd1,url,https://www.meetup.com/startups-and-tech-events-in-san-francisko/events/299476268/,url
2149,0d31f0ea-d288-4128-99d8-3da62d46ecd1,image,https://secure-content.meetupstatic.com/images/classic-events/519399439/676x676.jpg,url-img
2150,0d31f0ea-d288-4128-99d8-3da62d46ecd1,description,"**Attention attendees!**
**To register, use this link** --> [Startup, Tech & Business Networking San Francisco](https://www.eventbrite.com/e/startup-tech-b",string
2151,0d31f0ea-d288-4128-99d8-3da62d46ecd1,locationName,The Marker San Francisco,string
2152,0d31f0ea-d288-4128-99d8-3da62d46ecd1,locationAddress,"501 Geary St, San Francisco, CA",address
2153,0d31f0ea-d288-4128-99d8-3da62d46ecd1,organizerName,Startups and Tech Events in San Francisko,string
2154,a726f3fa-f024-4515-a1d1-632b6885c2d4,type,event,type
2155,a726f3fa-f024-4515-a1d1-632b6885c2d4,startDate,2024-03-17T15:00:00-07:00,date
2156,a726f3fa-f024-4515-a1d1-632b6885c2d4,endDate,2024-03-17T19:00:00-07:00,date
2157,a726f3fa-f024-4515-a1d1-632b6885c2d4,name,Pre-GDC Indie Game Developer Park Meetup 2024,string
2158,a726f3fa-f024-4515-a1d1-632b6885c2d4,url,https://www.meetup.com/seattleindies/events/298319764/,url
2159,a726f3fa-f024-4515-a1d1-632b6885c2d4,image,https://secure-content.meetupstatic.com/images/classic-events/518292378/676x676.jpg,url-img
2160,a726f3fa-f024-4515-a1d1-632b6885c2d4,description,"Calling all independent game developers at GDC 2024!

Let’s catch up with old friends and make new ones at Dolores Park the afternoon before GDC.

Location",string
2161,a726f3fa-f024-4515-a1d1-632b6885c2d4,locationName,Dolores Park,string
2162,a726f3fa-f024-4515-a1d1-632b6885c2d4,locationAddress,"19th St, San Francisco, CA",address
2163,a726f3fa-f024-4515-a1d1-632b6885c2d4,organizerName,Seattle Indies,string
2164,ab477a5e-4178-4f92-a138-499c975dae01,type,event,type
2165,ab477a5e-4178-4f92-a138-499c975dae01,startDate,2024-03-16T14:00:00-07:00,date
2166,ab477a5e-4178-4f92-a138-499c975dae01,endDate,2024-03-16T22:00:00-07:00,date
2167,ab477a5e-4178-4f92-a138-499c975dae01,name,St. Patrick's Day Pub Crawl San Francisco - Lepracon,string
2168,ab477a5e-4178-4f92-a138-499c975dae01,url,https://www.eventbrite.com/e/st-patricks-day-pub-crawl-san-francisco-lepracon-tickets-812945811807,url
2169,ab477a5e-4178-4f92-a138-499c975dae01,image,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F684215299%2F24282032680%2F1%2Foriginal.20240128-074656?w=1000&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C15%2C1200%2C600&s=0080313099771b66f4571eb290b11c9e,url-img
2170,ab477a5e-4178-4f92-a138-499c975dae01,description,Discover the Luck of the Irish at the CrawlSF St. Patrick's Day Pub Crawl 2024 in San Francisco.,string
2171,ab477a5e-4178-4f92-a138-499c975dae01,locationName,Mayes Oyster House,string
2172,ab477a5e-4178-4f92-a138-499c975dae01,locationAddress,"1233 Polk Street, San Francisco, CA 94109",address
2173,ab477a5e-4178-4f92-a138-499c975dae01,organizerName,CrawlSF,string
2174,c9c15128-2c07-4805-9768-a33971937bf3,type,event,type
2175,c9c15128-2c07-4805-9768-a33971937bf3,startDate,2024-03-16T21:00:00-07:00,date
2176,c9c15128-2c07-4805-9768-a33971937bf3,endDate,2024-03-17T04:00:00-07:00,date
2177,c9c15128-2c07-4805-9768-a33971937bf3,name,Electroluxx @ Public Works - March 16th,string
2178,c9c15128-2c07-4805-9768-a33971937bf3,url,https://www.eventbrite.com/e/electroluxx-public-works-march-16th-tickets-840791097807,url
2179,c9c15128-2c07-4805-9768-a33971937bf3,image,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F698220909%2F5459660963%2F1%2Foriginal.20240215-213640?w=1000&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C347%2C2048%2C1024&s=0914eb2f1b516295093631ebf18ed217,url-img
2180,c9c15128-2c07-4805-9768-a33971937bf3,description,4 stages of music - cuddle puddle - silent disco -lasers  - art - and  all the fun!,string
2181,c9c15128-2c07-4805-9768-a33971937bf3,locationName,Public Works,string
2182,c9c15128-2c07-4805-9768-a33971937bf3,locationAddress,"161 Erie Street, San Francisco, CA 94103",address
2183,c9c15128-2c07-4805-9768-a33971937bf3,organizerName,Electroluxx,string
2184,837a894f-f579-4d9c-8fe1-bf33806c5be5,type,event,type
2185,837a894f-f579-4d9c-8fe1-bf33806c5be5,startDate,2024-03-16T11:00:00-07:00,date
2186,837a894f-f579-4d9c-8fe1-bf33806c5be5,endDate,2024-03-16T16:30:00-07:00,date
2187,837a894f-f579-4d9c-8fe1-bf33806c5be5,name,Join the St. Patrick's Parade Day Extravaganza @ The Hibernia SF!,string
2188,837a894f-f579-4d9c-8fe1-bf33806c5be5,url,https://www.eventbrite.com/e/join-the-st-patricks-parade-day-extravaganza-the-hibernia-sf-tickets-801863042947,url
2189,837a894f-f579-4d9c-8fe1-bf33806c5be5,image,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F709806519%2F264889860647%2F1%2Foriginal.20240302-124200?w=1000&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C70%2C2240%2C1120&s=d81bb6bf3e90b2033af08226116f121c,url-img
2190,837a894f-f579-4d9c-8fe1-bf33806c5be5,description,Celebrate 1st Annual St. Patrick's Parade Day with us at The Hibernia SF for a fun-filled extravaganza on March 16th at 11am!,string
2191,837a894f-f579-4d9c-8fe1-bf33806c5be5,locationName,"The Hibernia, Jones Street, San Francisco, CA, USA",string
2192,837a894f-f579-4d9c-8fe1-bf33806c5be5,locationAddress,"1 Jones Street, San Francisco, CA 94102",address
2193,837a894f-f579-4d9c-8fe1-bf33806c5be5,organizerName,The Hibernia,string
2194,44982cfd-8c21-4e9d-b28a-61e1da32ac51,type,event,type
2195,44982cfd-8c21-4e9d-b28a-61e1da32ac51,startDate,2024-03-15T10:00:00-07:00,date
2196,44982cfd-8c21-4e9d-b28a-61e1da32ac51,endDate,2024-03-17T19:00:00-07:00,date
2197,44982cfd-8c21-4e9d-b28a-61e1da32ac51,name,Tech Weekend March 2024 | San Francisco,string
2198,44982cfd-8c21-4e9d-b28a-61e1da32ac51,url,https://www.eventbrite.com/e/tech-weekend-march-2024-san-francisco-tickets-794505215487,url
2199,44982cfd-8c21-4e9d-b28a-61e1da32ac51,image,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F695719599%2F321112036139%2F1%2Foriginal.20240212-235427?w=1000&auto=format%2Ccompress&q=75&sharp=10&rect=575%2C0%2C3280%2C1640&s=7dc89edc984d3c99793927dfcc70a63e,url-img
2200,44982cfd-8c21-4e9d-b28a-61e1da32ac51,description,Join us for a jam-packed weekend of all things tech in March 2024!,string
2201,44982cfd-8c21-4e9d-b28a-61e1da32ac51,locationName,3 Embarcadero Ctr,string
2202,44982cfd-8c21-4e9d-b28a-61e1da32ac51,locationAddress,"3 Embarcadero Center Ground Floor, San Francisco, CA 94111",address
2203,44982cfd-8c21-4e9d-b28a-61e1da32ac51,organizerName,Founders Village,string
2204,bbfda9df-6883-4cab-8806-a23ca4616cce,type,event,type
2205,bbfda9df-6883-4cab-8806-a23ca4616cce,startDate,2024-03-16T14:00:00-07:00,date
2206,bbfda9df-6883-4cab-8806-a23ca4616cce,endDate,2024-03-16T23:00:00-07:00,date
2207,bbfda9df-6883-4cab-8806-a23ca4616cce,name,Annual Post-Parade Party—St. Patrick's Day Weekend,string
2208,bbfda9df-6883-4cab-8806-a23ca4616cce,url,https://www.eventbrite.com/e/annual-post-parade-partyst-patricks-day-weekend-tickets-832513238507,url
2209,bbfda9df-6883-4cab-8806-a23ca4616cce,image,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F694427629%2F754426051453%2F1%2Foriginal.20240210-174427?w=1000&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C0%2C9000%2C4500&s=a97cf8bfb15eee315934f6afb642ebde,url-img
2210,bbfda9df-6883-4cab-8806-a23ca4616cce,description,Head back to the Irish Center after the parade (look for the UICC bus) and enjoy hot food and plenty of Irish entertainment!,string
2211,bbfda9df-6883-4cab-8806-a23ca4616cce,locationName,United Irish Cultural Center,string
2212,bbfda9df-6883-4cab-8806-a23ca4616cce,locationAddress,"2700 45th Avenue, San Francisco, CA 94116",address
2213,bbfda9df-6883-4cab-8806-a23ca4616cce,organizerName,United Irish Cultural Center,string
2214,2fa39567-f9c5-43be-bbe0-2e21f9b3a037,type,event,type
2215,2fa39567-f9c5-43be-bbe0-2e21f9b3a037,startDate,2024-03-16T21:30:00-07:00,date
2216,2fa39567-f9c5-43be-bbe0-2e21f9b3a037,endDate,2024-03-17T01:00:00-07:00,date
2217,2fa39567-f9c5-43be-bbe0-2e21f9b3a037,name,NEON PARTY BY FIESTA LATINA,string
2218,2fa39567-f9c5-43be-bbe0-2e21f9b3a037,url,https://www.eventbrite.com/e/neon-party-by-fiesta-latina-tickets-833439900177,url
2219,2fa39567-f9c5-43be-bbe0-2e21f9b3a037,image,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F694517549%2F1131795444643%2F1%2Foriginal.20240210-215113?w=1000&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C0%2C2160%2C1080&s=8643cf5748882230f58b2485b690e429,url-img
2220,2fa39567-f9c5-43be-bbe0-2e21f9b3a037,description,"FIESTA LATINA EN LA BAHIA NEON PARTY
Accesorios Neon disponibles en el abordaje,  sugerimos traer prendas fluorescentes para fotos épicas.",string
2221,2fa39567-f9c5-43be-bbe0-2e21f9b3a037,locationName,City Cruises San Francisco,string
2222,2fa39567-f9c5-43be-bbe0-2e21f9b3a037,locationAddress,"Hornblower Landing, San Francisco, CA 94111",address
2223,2fa39567-f9c5-43be-bbe0-2e21f9b3a037,organizerName,Fiesta Latina En La Bahia,string
2224,08e93726-9054-4179-a311-e954a04b22e6,type,event,type
2225,08e93726-9054-4179-a311-e954a04b22e6,startDate,2024-03-16T20:00:00-07:00,date
2226,08e93726-9054-4179-a311-e954a04b22e6,endDate,2024-03-16T21:30:00-07:00,date
2227,08e93726-9054-4179-a311-e954a04b22e6,name,Tech Roast Show 2042,string
2228,08e93726-9054-4179-a311-e954a04b22e6,url,https://www.eventbrite.com/e/tech-roast-show-2042-tickets-794913055347,url
2229,08e93726-9054-4179-a311-e954a04b22e6,image,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F670712749%2F311133987323%2F1%2Foriginal.20240109-160758?w=1000&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C0%2C2160%2C1080&s=d74cceef00bc0d717f5366da4814e529,url-img
2230,08e93726-9054-4179-a311-e954a04b22e6,description,Renegade tech comedians roast whimpering techies on stage in front of a live crowd.,string
2231,08e93726-9054-4179-a311-e954a04b22e6,locationName,Toni Rembe Theater,string
2232,08e93726-9054-4179-a311-e954a04b22e6,locationAddress,"415 Geary Street, San Francisco, CA 94102",address
2233,08e93726-9054-4179-a311-e954a04b22e6,organizerName,Socially Inept,string
2234,13204693-d022-46cf-9bde-05e31856f3e5,type,event,type
2235,13204693-d022-46cf-9bde-05e31856f3e5,startDate,2024-03-16T14:00:00-07:00,date
2236,13204693-d022-46cf-9bde-05e31856f3e5,endDate,2024-03-16T19:00:00-07:00,date
2237,13204693-d022-46cf-9bde-05e31856f3e5,name,BLOOM: Spring Equinox Celebration,string
2238,13204693-d022-46cf-9bde-05e31856f3e5,url,https://www.eventbrite.com/e/bloom-spring-equinox-celebration-tickets-826022424307,url
2239,13204693-d022-46cf-9bde-05e31856f3e5,image,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F692909109%2F1881259061523%2F1%2Foriginal.20240208-135732?w=1000&auto=format%2Ccompress&q=75&sharp=10&s=53190106e40434816aa7e7480571c5be,url-img
2240,13204693-d022-46cf-9bde-05e31856f3e5,description,"Spring equinox day party hosted at Bergerac SF,  featuring an all-female lineup of South Asian DJs and raising money for gender equality.",string
2241,13204693-d022-46cf-9bde-05e31856f3e5,locationName,"Bergerac, 11th Street, San Francisco, CA, USA",string
2242,13204693-d022-46cf-9bde-05e31856f3e5,locationAddress,"316 11th Street, San Francisco, CA 94103",address
2243,13204693-d022-46cf-9bde-05e31856f3e5,organizerName,Playhouse,string
2244,94bf44a1-83f1-40b3-adfa-1381cf74c1f8,type,event,type
2245,94bf44a1-83f1-40b3-adfa-1381cf74c1f8,startDate,2024-03-15T19:30:00-07:00,date
2246,94bf44a1-83f1-40b3-adfa-1381cf74c1f8,endDate,2024-03-15T23:59:00-07:00,date
2247,94bf44a1-83f1-40b3-adfa-1381cf74c1f8,name,¡BAILA! Community.Dance.Party.,string
2248,94bf44a1-83f1-40b3-adfa-1381cf74c1f8,url,https://www.eventbrite.com/e/baila-communitydanceparty-tickets-842394002137,url
2303,895ad698-989c-4f34-82e0-38b4bfbef1af,organizerName,Queer Magic,string
2304,38abf675-e481-471c-bebc-8dea810a1919,type,event,type
2249,94bf44a1-83f1-40b3-adfa-1381cf74c1f8,image,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F699139979%2F563533176055%2F1%2Foriginal.20240217-022426?w=1000&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C0%2C6000%2C3000&s=ebedfd97a4fbac9d859479fbffc336bb,url-img
2250,94bf44a1-83f1-40b3-adfa-1381cf74c1f8,description,A Latinx Community Dance Party with Live music by Rumbaché at La Peña!,string
2251,94bf44a1-83f1-40b3-adfa-1381cf74c1f8,locationName,La Peña Cultural Center,string
2252,94bf44a1-83f1-40b3-adfa-1381cf74c1f8,locationAddress,"3105 Shattuck Avenue, Berkeley, CA 94705",address
2253,94bf44a1-83f1-40b3-adfa-1381cf74c1f8,organizerName,La Peña Cultural Center,string
2254,adda17ec-5834-4cce-8a51-5a722d11fc4a,type,event,type
2255,adda17ec-5834-4cce-8a51-5a722d11fc4a,startDate,2024-03-16T21:00:00-07:00,date
2256,adda17ec-5834-4cce-8a51-5a722d11fc4a,endDate,2024-03-17T01:00:00-07:00,date
2257,adda17ec-5834-4cce-8a51-5a722d11fc4a,name,Deep Disco - Come Dance To The Latest Deep House and Disco Edits,string
2258,adda17ec-5834-4cce-8a51-5a722d11fc4a,url,https://www.eventbrite.com/e/deep-disco-come-dance-to-the-latest-deep-house-and-disco-edits-tickets-816841614257,url
2259,adda17ec-5834-4cce-8a51-5a722d11fc4a,image,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F686741429%2F1546449999693%2F1%2Foriginal.20240131-151655?w=1000&auto=format%2Ccompress&q=75&sharp=10&s=17fbf5c345918807667d925f8a7afbd4,url-img
2260,adda17ec-5834-4cce-8a51-5a722d11fc4a,description,"We are bringing our Deep Disco party to Floodwater, Mill Valley. Deep House & Disco Edits all night long.",string
2261,adda17ec-5834-4cce-8a51-5a722d11fc4a,locationName,Floodwater,string
2262,adda17ec-5834-4cce-8a51-5a722d11fc4a,locationAddress,"152  Shoreline Highway, Mill Valley, CA 94941",address
2263,adda17ec-5834-4cce-8a51-5a722d11fc4a,organizerName,West Coast Good Times,string
2264,f5b39484-ff01-4857-a539-028753c24373,type,event,type
2265,f5b39484-ff01-4857-a539-028753c24373,startDate,2024-03-16T21:30:00-07:00,date
2266,f5b39484-ff01-4857-a539-028753c24373,endDate,2024-03-17T02:30:00-07:00,date
2267,f5b39484-ff01-4857-a539-028753c24373,name,HOUSE OF DISCO (A Night of Classic Disco & Modern House Anthems),string
2268,f5b39484-ff01-4857-a539-028753c24373,url,https://www.eventbrite.com/e/house-of-disco-a-night-of-classic-disco-modern-house-anthems-tickets-826077559217,url
2269,f5b39484-ff01-4857-a539-028753c24373,image,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F691576199%2F1798772509403%2F1%2Foriginal.20240206-232137?w=1000&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C0%2C1500%2C750&s=789ab62e39fbe1bf0f126feaa3c6a9b2,url-img
2270,f5b39484-ff01-4857-a539-028753c24373,description,A dynamic night of disco favorites with a modern twist,string
2271,f5b39484-ff01-4857-a539-028753c24373,locationName,The Great Northern,string
2272,f5b39484-ff01-4857-a539-028753c24373,locationAddress,"119 Utah St, San Francisco, CA 94103",address
2273,f5b39484-ff01-4857-a539-028753c24373,organizerName,The Great Northern,string
2274,0f169ea7-751f-4f7e-8868-5ebe76ca418c,type,event,type
2275,0f169ea7-751f-4f7e-8868-5ebe76ca418c,startDate,2024-03-16T22:00:00-07:00,date
2276,0f169ea7-751f-4f7e-8868-5ebe76ca418c,endDate,2024-03-17T02:00:00-07:00,date
2277,0f169ea7-751f-4f7e-8868-5ebe76ca418c,name,Holi Rooftop official Afterparty @ Origin SF March 16TH,string
2278,0f169ea7-751f-4f7e-8868-5ebe76ca418c,url,https://www.eventbrite.com/e/holi-rooftop-official-afterparty-origin-sf-march-16th-tickets-861893214807,url
2279,0f169ea7-751f-4f7e-8868-5ebe76ca418c,image,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F718145309%2F638997145813%2F1%2Foriginal.20240313-021149?w=1000&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C0%2C2160%2C1080&s=182644b6eb0505b5ea2076edfe8421d3,url-img
2280,0f169ea7-751f-4f7e-8868-5ebe76ca418c,description,San Francisco Bay Area's Hottest Bollywood Party !!,string
2281,0f169ea7-751f-4f7e-8868-5ebe76ca418c,locationName,Origin Nightclub SF,string
2282,0f169ea7-751f-4f7e-8868-5ebe76ca418c,locationAddress,"1538 Fillmore St, San Francisco, CA 94115, San Francisco, CA 94115",address
2283,0f169ea7-751f-4f7e-8868-5ebe76ca418c,organizerName,BIH,string
2284,69d877d1-bb2f-4fc6-8dc4-684ea8aa49ea,type,event,type
2285,69d877d1-bb2f-4fc6-8dc4-684ea8aa49ea,startDate,2024-03-16T12:00:00-07:00,date
2286,69d877d1-bb2f-4fc6-8dc4-684ea8aa49ea,endDate,2024-03-16T20:00:00-07:00,date
2287,69d877d1-bb2f-4fc6-8dc4-684ea8aa49ea,name,Shamrock Shake Dayger,string
2288,69d877d1-bb2f-4fc6-8dc4-684ea8aa49ea,url,https://www.eventbrite.com/e/shamrock-shake-dayger-tickets-851825933297,url
2289,69d877d1-bb2f-4fc6-8dc4-684ea8aa49ea,image,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F706777259%2F1414298378763%2F1%2Foriginal.20240227-223439?w=1000&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C0%2C2160%2C1080&s=603efc19d0b11be91ecf087159559492,url-img
2290,69d877d1-bb2f-4fc6-8dc4-684ea8aa49ea,description,"Get ready to shake things up and celebrate Shamrock Shake Dayger with green drinks, good vibes, and great company!",string
2291,69d877d1-bb2f-4fc6-8dc4-684ea8aa49ea,locationName,Trinity Irish Bar &amp; Restaurant,string
2292,69d877d1-bb2f-4fc6-8dc4-684ea8aa49ea,locationAddress,"1851 Union Street, San Francisco, CA 94123",address
2293,69d877d1-bb2f-4fc6-8dc4-684ea8aa49ea,organizerName,All Hands On Deck,string
2294,895ad698-989c-4f34-82e0-38b4bfbef1af,type,event,type
2295,895ad698-989c-4f34-82e0-38b4bfbef1af,startDate,2024-03-16T16:00:00-07:00,date
2296,895ad698-989c-4f34-82e0-38b4bfbef1af,endDate,2024-03-16T21:00:00-07:00,date
2297,895ad698-989c-4f34-82e0-38b4bfbef1af,name,Queer Magic | Mar 16,string
2298,895ad698-989c-4f34-82e0-38b4bfbef1af,url,https://www.eventbrite.com/e/queer-magic-mar-16-tickets-849850233927,url
2299,895ad698-989c-4f34-82e0-38b4bfbef1af,image,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F704225469%2F824075387713%2F1%2Foriginal.20240224-015955?w=1000&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C0%2C2160%2C1080&s=c9089a06477c6115eacfc94214745ef8,url-img
2300,895ad698-989c-4f34-82e0-38b4bfbef1af,description,"Queer Magic is a queer daytime dance party that celebrates astrology, tarot, and queer spiritual practices as ways to build queer community.",string
2301,895ad698-989c-4f34-82e0-38b4bfbef1af,locationName,Temescal Brewing,string
2302,895ad698-989c-4f34-82e0-38b4bfbef1af,locationAddress,"4115 Telegraph Avenue, Oakland, CA 94609",address
2305,38abf675-e481-471c-bebc-8dea810a1919,startDate,2024-03-16T16:00:00-07:00,date
2306,38abf675-e481-471c-bebc-8dea810a1919,endDate,2024-03-16T22:00:00-07:00,date
2307,38abf675-e481-471c-bebc-8dea810a1919,name,RUNSDEEP PRESENTS LET'S GET LUCKED UP - SAINT PATRICK'S DAY at MADARAE,string
2308,38abf675-e481-471c-bebc-8dea810a1919,url,https://www.eventbrite.com/e/runsdeep-presents-lets-get-lucked-up-saint-patricks-day-at-madarae-tickets-809510988157,url
2309,38abf675-e481-471c-bebc-8dea810a1919,image,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F687842069%2F1719022469713%2F1%2Foriginal.20240201-180819?w=1000&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C0%2C2160%2C1080&s=3f815e31ca4416965a0ea6817fa5f21f,url-img
2310,38abf675-e481-471c-bebc-8dea810a1919,description,"Get ready for a wild Saint Patrick's Day party at Madarae with Runsdeep, let's get lucked up and have a blast!",string
2311,38abf675-e481-471c-bebc-8dea810a1919,locationName,"Madarae, Minna Street, San Francisco, CA, USA",string
2312,38abf675-e481-471c-bebc-8dea810a1919,locationAddress,"46 Minna Street, San Francisco, CA 94105",address
2313,38abf675-e481-471c-bebc-8dea810a1919,organizerName,,string
2314,3a6de697-4242-420c-98f3-a57fdae32bc3,type,event,type
2315,3a6de697-4242-420c-98f3-a57fdae32bc3,startDate,2024-03-15T19:00:00-07:00,date
2316,3a6de697-4242-420c-98f3-a57fdae32bc3,endDate,2024-03-15T22:00:00-07:00,date
2317,3a6de697-4242-420c-98f3-a57fdae32bc3,name,"CMC Celebrations: Marcus Shelby, YMP Jazz Ensemble",string
2318,3a6de697-4242-420c-98f3-a57fdae32bc3,url,https://www.eventbrite.com/e/cmc-celebrations-marcus-shelby-ymp-jazz-ensemble-tickets-810913874227,url
